,title,n_enrolled,course_type,institution,Level,subject,language,subtitles,course_effort,course_length,precio_certificado
177,English for Doing Business in Asia – Speaking,68422,Self-paced on your time,The Hong Kong University of Science and Technology,Introductory,Humanities,Inglés,Inglés,3–4 hours per week,7 Weeks,60
178,Nutrition and Health: Macronutrients and Overnutrition,208582,Self-paced on your time,Wageningen University & Research,Introductory,Biology & Life Sciences,Inglés,Inglés,6–8 hours per week,9 Weeks,99
179,"Contemporary China: The People's Republic, Taiwan, and Hong Kong",66771,Self-paced on your time,Harvard University,Introductory,History,Inglés,"Inglés, Chino",1–3 hours per week,15 Weeks,139
180,Introduction to Clinical Psychology,57234,Self-paced on your time,The University of Queensland,Introductory,Humanities,Inglés,Inglés,1–2 hours per week,7 Weeks,99
181,Modern Masterpieces of World Literature,48049,Self-paced on your time,Harvard University,Introductory,Literature,Inglés,Inglés,3–6 hours per week,8 Weeks,99
182,"Citizen Politics in America: Public Opinion, Elections, Interest Groups, and the Media",24259,Self-paced on your time,Harvard University,Introductory,Social Sciences,Inglés,Inglés,2–4 hours per week,4 Weeks,49
183,Applied Scrum for Agile Project Management,55293,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",Advanced,Engineering,Inglés,Inglés,2–3 hours per week,4 Weeks,199
184,Corporate Finance,62798,Self-paced on your time,Indian Institute of Management Bangalore,Intermediate,Business & Management,Inglés,"Inglés, हिन्दी",3–5 hours per week,5 Weeks,150
185,Judaism Through Its Scriptures,50540,Self-paced on your time,Harvard University,Introductory,Humanities,Inglés,Inglés,5–10 hours per week,4 Weeks,99
186,Excel avanzado: importación y análisis de datos,47184,Self-paced on your time,Universitat Politècnica de Valencia,Advanced,Data Analysis & Statistics,Español,Español,3–4 hours per week,8 Weeks,75
187,CSS Basics,95163,Self-paced on your time,The World Wide Web Consortium (W3C),Introductory,Computer Science,Inglés,Inglés,5–7 hours per week,5 Weeks,199
188,Unlocking Information Security: Part I,19905,Self-paced on your time,IsraelX-Tel Aviv University,Intermediate,Computer Science,Inglés,"Árabe, Inglés, עברית",4–6 hours per week,6 Weeks,149
189,Becoming an Effective Leader,55937,Self-paced on your time,The University of Queensland,Intermediate,Communication,Inglés,Inglés,8–10 hours per week,10 Weeks,99
190,Digital Branding and Engagement,122977,Self-paced on your time,Curtin University,Intermediate,Communication,Inglés,Inglés,3–4 hours per week,4 Weeks,99
191,Introduction to Cybersecurity,73021,Self-paced on your time,University of Washington,Introductory,Computer Science,Inglés,Inglés,2–5 hours per week,6 Weeks,199
192,General Academic English|生活英语进阶,17526,Self-paced on your time,Tsinghua University,Introductory,Language,Inglés,Inglés,3–4 hours per week,8 Weeks,49
193,Gestión de personas: Recursos Humanos,19687,Self-paced on your time,Universidad Nacional de Córdoba,Introductory,Business & Management,Español,"Inglés, Español",5–7 hours per week,5 Weeks,119
194,From Poverty to Prosperity: Understanding Economic Development,91062,Self-paced on your time,University of Oxford,Intermediate,Social Sciences,Inglés,Inglés,2–3 hours per week,6 Weeks,149
195,Medical Terminology,31354,Self-paced on your time,Doane University,Introductory,Biology & Life Sciences,Inglés,Inglés,5–10 hours per week,8 Weeks,79
196,Ancient Masterpieces of World Literature,48899,Self-paced on your time,Harvard University,Introductory,Literature,Inglés,Inglés,3–6 hours per week,6 Weeks,99
197,Shakespeare's The Merchant of Venice: Shylock,23283,Self-paced on your time,Harvard University,Introductory,Humanities,Inglés,Inglés,5–7 hours per week,4 Weeks,49
198,Gestión del estrés y Mindfulness,15965,Self-paced on your time,Universidades Anáhuac,Introductory,Health & Safety,Español,Español,4–5 hours per week,4 Weeks,49
199,Behavioural Economics in Action,66764,Self-paced on your time,University of Toronto,Introductory,Business & Management,Inglés,Inglés,4–5 hours per week,6 Weeks,139
200,Finance for Everyone: Smart Tools for Decision-Making,45029,Self-paced on your time,The University of Michigan,Introductory,Business & Management,Inglés,Inglés,5–6 hours per week,6 Weeks,49
201,Creating Innovative Business Models,12227,Self-paced on your time,"University System of Maryland-The University of Maryland, College Park",Introductory,Business & Management,Inglés,Inglés,2–3 hours per week,4 Weeks,149
202,u.lab: Leading From the Emerging Future,79424,Self-paced on your time,Massachusetts Institute of Technology,Introductory,Business & Management,Inglés,"Inglés, Español, Francés, עברית, Indonesian, Italiano, Chino, Portugués, Türkçe",4–6 hours per week,14 Weeks,99
203,Electric Cars: Introduction,56171,Self-paced on your time,Delft University of Technology,Intermediate,Engineering,Inglés,Inglés,4–5 hours per week,4 Weeks,50
204,Inteligencia Artificial para todos: Domina los fundamentos,11764,Self-paced on your time,IBM,Introductory,Computer Science,Español,Español,1–2 hours per week,4 Weeks,49
205,Marketing Analytics,55228,Instructor-led on a course schedule,Columbia University,Advanced,Business & Management,Inglés,Inglés,8–10 hours per week,12 Weeks,249
206,Introducción a la Regulación Emocional basada en Mindfulness,20634,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Health & Safety,Español,Español,5–6 hours per week,4 Weeks,49
207,Design Thinking Fundamentals,56446,Self-paced on your time,Rochester Institute of Technology,Intermediate,Business & Management,Inglés,Inglés,8–12 hours per week,6 Weeks,299
208,Basic Spanish 3: Getting there,17569,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Language,Inglés,"Inglés, Español",3–4 hours per week,4 Weeks,50
209,Mi propia huerta orgánica,11346,Self-paced on your time,Universidad Nacional de Córdoba,Introductory,Biology & Life Sciences,Español,Español,1–2 hours per week,4 Weeks,29
210,Sustainability in Architecture: An Interdisciplinary Introduction,31352,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Architecture,Inglés,Inglés,3–4 hours per week,4 Weeks,50
211,Gestión de riesgos en proyectos de desarrollo,47676,Self-paced on your time,Inter-American Development Bank,Intermediate,Business & Management,Español,Español,2–3 hours per week,10 Weeks,25
212,Python Data Structures,36369,Self-paced on your time,The University of Michigan,Introductory,Computer Science,Inglés,Inglés,2–4 hours per week,7 Weeks,49
213,The Science and Business of Biotechnology,17039,Self-paced on your time,Massachusetts Institute of Technology,Intermediate,Business & Management,Inglés,Inglés,10–12 hours per week,16 Weeks,49
214,Finance Essentials,63666,Self-paced on your time,Imperial College Business School-Imperial College London,Introductory,Business & Management,Inglés,Inglés,2–4 hours per week,6 Weeks,79
215,Introduction to the Internet of Things (IoT),89421,Self-paced on your time,Curtin University,Introductory,Computer Science,Inglés,Inglés,2–3 hours per week,6 Weeks,149
216,'Talk to me': Improving mental health and suicide prevention in young adults,11481,Self-paced on your time,Curtin University,Introductory,Health & Safety,Inglés,Inglés,2–3 hours per week,6 Weeks,139
217,Disaster Medicine Training,10937,Self-paced on your time,Stanford University,Introductory,Medicine,Inglés,Inglés,1–2 hours per week,8 Weeks,50
218,Nutrition and Health: Human Microbiome,44079,Self-paced on your time,Wageningen University & Research,Introductory,Health & Safety,Inglés,Inglés,3–5 hours per week,6 Weeks,49
219,Customer Relationship Management,53085,Self-paced on your time,Indian Institute of Management Bangalore,Intermediate,Business & Management,Inglés,"Inglés, हिन्दी",3–5 hours per week,6 Weeks,50
220,Islam Through Its Scriptures,65430,Self-paced on your time,Harvard University,Introductory,Humanities,Inglés,Inglés,5–10 hours per week,4 Weeks,99
221,Mechatronics Revolution: Fundamentals and Core Concepts,11619,Self-paced on your time,The Georgia Institute of Technology,Introductory,Engineering,Inglés,Inglés,6–8 hours per week,16 Weeks,149
222,Accounting for Decision-Making,57710,Self-paced on your time,Indian Institute of Management Bangalore,Intermediate,Business & Management,Inglés,"Inglés, हिन्दी",3–5 hours per week,7 Weeks,150
223,C Programming: Language Foundations,46400,Self-paced on your time,Dartmouth_IMTx-Dartmouth College-IMT,Introductory,Computer Science,Inglés,Inglés,2–4 hours per week,7 Weeks,49
224,Big Data sin misterios,65564,Self-paced on your time,Inter-American Development Bank,Intermediate,Data Analysis & Statistics,Español,Español,4–5 hours per week,10 Weeks,25
225,Becoming a Successful Leader (Inclusive Leadership Training),215705,Self-paced on your time,Catalyst,Introductory,Communication,Inglés,Inglés,1–2 hours per week,4 Weeks,49
226,"English for Journalists, Part 1",50847,Self-paced on your time,"University of California, Berkeley",Intermediate,Communication,Inglés,Inglés,3–4 hours per week,5 Weeks,139
227,Introduction to Networking,16134,Self-paced on your time,New York University,Introductory,Computer Science,Inglés,Inglés,3–5 hours per week,7 Weeks,150
228,Accounting Essentials,58463,Self-paced on your time,Imperial College Business School-Imperial College London,Introductory,Business & Management,Inglés,Inglés,3–5 hours per week,6 Weeks,79
229,Introduction to Java Programming: Starting to code in Java,325554,Self-paced on your time,Universidad Carlos III de Madrid,Introductory,Computer Science,Inglés,"Inglés, Español, Portugués, Chino",7–10 hours per week,5 Weeks,149
230,European Paintings: From Leonardo to Rembrandt to Goya,60734,Self-paced on your time,Universidad Carlos III de Madrid,Introductory,Humanities,Inglés,Inglés,2–3 hours per week,7 Weeks,99
231,Java Programming Fundamentals,12042,Self-paced on your time,Universidad Galileo,Intermediate,Engineering,Inglés,Inglés,8–10 hours per week,5 Weeks,49
232,"Hollywood: History, Industry, Art",50033,Self-paced on your time,University of Pennsylvania,Introductory,Communication,Inglés,Inglés,3–4 hours per week,4 Weeks,169
233,Data Science Tools,15627,Self-paced on your time,IBM,Introductory,Data Analysis & Statistics,Inglés,Inglés,3–7 hours per week,7 Weeks,39
234,Statistical Thinking for Data Science and Analytics,198861,Self-paced on your time,Columbia University,Introductory,Computer Science,Inglés,Inglés,7–10 hours per week,5 Weeks,99
235,Philosophy and Critical Thinking,97175,Self-paced on your time,The University of Queensland,Introductory,Humanities,Inglés,Inglés,1–4 hours per week,6 Weeks,99
236,International Law,91868,Self-paced on your time,Université catholique de Louvain,Advanced,Law,Inglés,Inglés,6–8 hours per week,12 Weeks,150
237,Tourism and Travel Management,38503,Self-paced on your time,The University of Queensland,Introductory,Business & Management,Inglés,Inglés,2–3 hours per week,7 Weeks,5
238,Project Management Life Cycle,120019,Self-paced on your time,Rochester Institute of Technology,Intermediate,Business & Management,Inglés,Inglés,8–12 hours per week,10 Weeks,150
239,Solar Energy,125069,Self-paced on your time,Delft University of Technology,Introductory,Engineering,Inglés,Inglés,6–8 hours per week,8 Weeks,50
240,Public Speaking,10129,Self-paced on your time,Rochester Institute of Technology,Introductory,Communication,Inglés,Inglés,4–6 hours per week,3 Weeks,199
241,Japanese Pronunciation for Communication,62757,Self-paced on your time,Waseda University,Introductory,Communication,Chino,"Inglés, Chino, 한국어, Chino",3–5 hours per week,5 Weeks,99
242,Mindfulness and Resilience to Stress at Work,33414,Self-paced on your time,"University of California, Berkeley",Introductory,Business & Management,Inglés,Inglés,1–2 hours per week,4 Weeks,199
243,Framing Your Communication to Inspire and Convince,49351,Self-paced on your time,Delft University of Technology,Intermediate,Business & Management,Inglés,Inglés,4–5 hours per week,5 Weeks,125
244,Business Foundations,55154,Self-paced on your time,University of British Columbia,Introductory,Business & Management,Inglés,Inglés,3–5 hours per week,6 Weeks,150
245,The Chemistry of Life,78704,Self-paced on your time,Kyoto University,Introductory,Biology & Life Sciences,Inglés,Inglés,2–3 hours per week,13 Weeks,49
246,Nutrition and Health: Micronutrients and Malnutrition,78266,Self-paced on your time,Wageningen University & Research,Intermediate,Biology & Life Sciences,Inglés,Inglés,6–8 hours per week,7 Weeks,99
247,Digital Design,12339,Self-paced on your time,The Hong Kong University of Science and Technology,Introductory,Design,Inglés,Inglés,5–6 hours per week,5 Weeks,50
